event_date,user_id,event_name,source,destination_city,craft_interest,booking_id,participants,price_per_person
2026-07-03,u1451,page_view,Instagram,Khurja,Warli Painting,,,
2026-07-03,u1451,experience_card_viewed,Instagram,Khurja,Warli Painting,,,
2026-07-03,u1452,page_view,Instagram,Varanasi,Block Printing,,,
2026-07-03,u1453,page_view,Referral,Jaipur,Pottery,,,
2026-07-03,u1453,booking_started,Referral,Jaipur,Pottery,,,
2026-07-03,u1453,payment_success,Referral,Jaipur,Pottery,CRB5092,1,1800
2026-07-03,u1453,booking_completed,Referral,Jaipur,Pottery,CRB5092,1,1800
2026-07-03,u1453,review_submitted,Referral,Jaipur,Pottery,CRB5092,1,1800
2026-07-03,u1454,page_view,Referral,Udaipur,Block Printing,,,
2026-07-03,u1455,page_view,Travel Blog,Jaipur,Warli Painting,,,
2026-07-03,u1456,page_view,Google Search,Khurja,Weaving,,,
2026-07-03,u1456,experience_card_viewed,Google Search,Khurja,Weaving,,,
2026-07-03,u1457,page_view,Travel Blog,Varanasi,Weaving,,,
2026-07-03,u1457,experience_card_viewed,Travel Blog,Varanasi,Weaving,,,
2026-07-03,u1457,booking_started,Travel Blog,Varanasi,Weaving,,,
2026-07-03,u1458,page_view,Google Search,Bangalore,Block Printing,,,
2026-07-03,u1458,experience_card_viewed,Google Search,Bangalore,Block Printing,,,
2026-07-03,u1458,booking_started,Google Search,Bangalore,Block Printing,,,
2026-07-03,u1458,payment_success,Google Search,Bangalore,Block Printing,CRB5093,10,1500
2026-07-03,u1458,booking_completed,Google Search,Bangalore,Block Printing,CRB5093,10,1500
2026-07-03,u1459,page_view,Instagram,Jaipur,Pottery,,,
2026-07-03,u1460,page_view,Direct,Jaipur,Pottery,,,
2026-07-03,u1461,page_view,Instagram,Khurja,Weaving,,,
2026-07-03,u1461,experience_card_viewed,Instagram,Khurja,Weaving,,,
2026-07-03,u1461,booking_started,Instagram,Khurja,Weaving,,,
2026-07-03,u1461,payment_success,Instagram,Khurja,Weaving,CRB5094,2,1500
2026-07-03,u1462,page_view,Travel Blog,Jaipur,Pottery,,,
2026-07-03,u1462,experience_card_viewed,Travel Blog,Jaipur,Pottery,,,
2026-07-03,u1462,booking_started,Travel Blog,Jaipur,Pottery,,,
2026-07-03,u1463,page_view,Google Search,Khurja,Pottery,,,
2026-07-03,u1464,page_view,Instagram,Bangalore,Warli Painting,,,
2026-07-03,u1464,experience_card_viewed,Instagram,Bangalore,Warli Painting,,,
2026-07-03,u1465,page_view,Instagram,Jaipur,Pottery,,,
2026-07-03,u1466,page_view,Google Search,Jaipur,Weaving,,,
2026-07-03,u1466,experience_card_viewed,Google Search,Jaipur,Weaving,,,
2026-07-03,u1467,page_view,Instagram,Khurja,Warli Painting,,,
2026-07-03,u1467,experience_card_viewed,Instagram,Khurja,Warli Painting,,,
2026-07-03,u1468,page_view,Travel Blog,Jaipur,Blue Pottery,,,
2026-07-03,u1468,booking_started,Travel Blog,Jaipur,Blue Pottery,,,
2026-07-03,u1468,payment_success,Travel Blog,Jaipur,Blue Pottery,CRB5095,2,2000
2026-07-03,u1468,booking_completed,Travel Blog,Jaipur,Blue Pottery,CRB5095,2,2000
2026-07-03,u1469,page_view,Referral,Udaipur,Blue Pottery,,,
2026-07-03,u1470,page_view,Instagram,Varanasi,Blue Pottery,,,
2026-07-03,u1470,experience_card_viewed,Instagram,Varanasi,Blue Pottery,,,
2026-07-03,u1470,booking_started,Instagram,Varanasi,Blue Pottery,,,
2026-07-03,u1471,page_view,Direct,Khurja,Warli Painting,,,
2026-07-03,u1472,page_view,Referral,Udaipur,Warli Painting,,,
2026-07-03,u1473,page_view,Direct,Bangalore,Weaving,,,
2026-07-03,u1473,experience_card_viewed,Direct,Bangalore,Weaving,,,
2026-07-03,u1473,booking_started,Direct,Bangalore,Weaving,,,
2026-07-03,u1473,payment_success,Direct,Bangalore,Weaving,CRB5096,3,1500
2026-07-03,u1473,booking_completed,Direct,Bangalore,Weaving,CRB5096,3,1500
2026-07-03,u1474,page_view,Google Search,Khurja,Block Printing,,,
2026-07-03,u1474,experience_card_viewed,Google Search,Khurja,Block Printing,,,
2026-07-03,u1474,booking_started,Google Search,Khurja,Block Printing,,,
2026-07-03,u1474,payment_success,Google Search,Khurja,Block Printing,CRB5097,1,3500
2026-07-03,u1475,page_view,Google Search,Khurja,Pottery,,,
2026-07-03,u1476,page_view,Referral,Bangalore,Block Printing,,,
2026-07-03,u1477,page_view,Direct,Bangalore,Pottery,,,
2026-07-03,u1477,booking_started,Direct,Bangalore,Pottery,,,
2026-07-03,u1478,page_view,Travel Blog,Bangalore,Weaving,,,
2026-07-03,u1478,experience_card_viewed,Travel Blog,Bangalore,Weaving,,,
2026-07-03,u1478,booking_started,Travel Blog,Bangalore,Weaving,,,
2026-07-03,u1478,payment_success,Travel Blog,Bangalore,Weaving,CRB5098,3,1500
2026-07-03,u1478,booking_completed,Travel Blog,Bangalore,Weaving,CRB5098,3,1500
2026-07-03,u1478,review_submitted,Travel Blog,Bangalore,Weaving,CRB5098,3,1500
2026-07-03,u1479,page_view,Google Search,Varanasi,Block Printing,,,
2026-07-03,u1479,experience_card_viewed,Google Search,Varanasi,Block Printing,,,
2026-07-03,u1480,page_view,Google Search,Jaipur,Warli Painting,,,
2026-07-03,u1481,page_view,Referral,Udaipur,Warli Painting,,,
2026-07-03,u1481,experience_card_viewed,Referral,Udaipur,Warli Painting,,,
2026-07-03,u1482,page_view,Google Search,Khurja,Blue Pottery,,,
2026-07-03,u1483,page_view,Referral,Khurja,Warli Painting,,,
2026-07-03,u1484,page_view,Referral,Khurja,Warli Painting,,,
2026-07-03,u1485,page_view,Referral,Khurja,Pottery,,,
2026-07-03,u1486,page_view,Direct,Udaipur,Warli Painting,,,
2026-07-03,u1486,experience_card_viewed,Direct,Udaipur,Warli Painting,,,
2026-07-03,u1487,page_view,Direct,Khurja,Warli Painting,,,
2026-07-03,u1487,experience_card_viewed,Direct,Khurja,Warli Painting,,,
2026-07-03,u1488,page_view,Referral,Jaipur,Pottery,,,
2026-07-03,u1488,experience_card_viewed,Referral,Jaipur,Pottery,,,
2026-07-03,u1489,page_view,Instagram,Varanasi,Blue Pottery,,,
2026-07-03,u1489,experience_card_viewed,Instagram,Varanasi,Blue Pottery,,,
2026-07-03,u1489,booking_started,Instagram,Varanasi,Blue Pottery,,,
2026-07-03,u1489,payment_success,Instagram,Varanasi,Blue Pottery,CRB5099,6,2000
2026-07-03,u1489,booking_completed,Instagram,Varanasi,Blue Pottery,CRB5099,6,2000
2026-07-03,u1490,page_view,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1490,experience_card_viewed,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1491,page_view,Travel Blog,Bangalore,Pottery,,,
2026-07-03,u1491,experience_card_viewed,Travel Blog,Bangalore,Pottery,,,
2026-07-03,u1491,booking_started,Travel Blog,Bangalore,Pottery,,,
2026-07-03,u1492,page_view,Referral,Jaipur,Weaving,,,
2026-07-03,u1492,experience_card_viewed,Referral,Jaipur,Weaving,,,
2026-07-03,u1492,booking_started,Referral,Jaipur,Weaving,,,
2026-07-03,u1492,payment_success,Referral,Jaipur,Weaving,CRB5100,10,1800
2026-07-03,u1492,booking_completed,Referral,Jaipur,Weaving,CRB5100,10,1800
2026-07-03,u1493,page_view,Direct,Udaipur,Block Printing,,,
2026-07-03,u1493,experience_card_viewed,Direct,Udaipur,Block Printing,,,
2026-07-03,u1494,page_view,Direct,Udaipur,Pottery,,,
2026-07-03,u1494,experience_card_viewed,Direct,Udaipur,Pottery,,,
2026-07-03,u1495,page_view,Google Search,Udaipur,Warli Painting,,,
2026-07-03,u1496,page_view,Referral,Varanasi,Weaving,,,
2026-07-03,u1496,experience_card_viewed,Referral,Varanasi,Weaving,,,
2026-07-03,u1496,booking_started,Referral,Varanasi,Weaving,,,
2026-07-03,u1496,payment_success,Referral,Varanasi,Weaving,CRB5101,12,1800
2026-07-03,u1496,booking_completed,Referral,Varanasi,Weaving,CRB5101,12,1800
2026-07-03,u1496,review_submitted,Referral,Varanasi,Weaving,CRB5101,12,1800
2026-07-03,u1497,page_view,Instagram,Jaipur,Pottery,,,
2026-07-03,u1497,experience_card_viewed,Instagram,Jaipur,Pottery,,,
2026-07-03,u1498,page_view,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1498,experience_card_viewed,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1499,page_view,Travel Blog,Varanasi,Block Printing,,,
2026-07-03,u1500,page_view,Referral,Udaipur,Weaving,,,
2026-07-03,u1500,experience_card_viewed,Referral,Udaipur,Weaving,,,
2026-07-03,u1500,booking_started,Referral,Udaipur,Weaving,,,
2026-07-03,u1500,payment_success,Referral,Udaipur,Weaving,CRB5102,4,1800
2026-07-03,u1500,booking_completed,Referral,Udaipur,Weaving,CRB5102,4,1800
2026-07-03,u1501,page_view,Referral,Bangalore,Blue Pottery,,,
2026-07-03,u1502,page_view,Direct,Jaipur,Blue Pottery,,,
2026-07-03,u1503,page_view,Direct,Udaipur,Warli Painting,,,
2026-07-03,u1504,page_view,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1504,experience_card_viewed,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1505,page_view,Direct,Bangalore,Pottery,,,
2026-07-03,u1505,experience_card_viewed,Direct,Bangalore,Pottery,,,
2026-07-03,u1506,page_view,Google Search,Khurja,Pottery,,,
2026-07-03,u1506,booking_started,Google Search,Khurja,Pottery,,,
2026-07-03,u1506,payment_success,Google Search,Khurja,Pottery,CRB5103,10,1800
2026-07-03,u1507,page_view,Instagram,Jaipur,Blue Pottery,,,
2026-07-03,u1508,page_view,Referral,Bangalore,Blue Pottery,,,
2026-07-03,u1508,booking_started,Referral,Bangalore,Blue Pottery,,,
2026-07-03,u1508,payment_success,Referral,Bangalore,Blue Pottery,CRB5104,10,1500
2026-07-03,u1508,booking_completed,Referral,Bangalore,Blue Pottery,CRB5104,10,1500
2026-07-03,u1508,review_submitted,Referral,Bangalore,Blue Pottery,CRB5104,10,1500
2026-07-03,u1509,page_view,Instagram,Varanasi,Warli Painting,,,
2026-07-03,u1510,page_view,Referral,Udaipur,Blue Pottery,,,
2026-07-03,u1511,page_view,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1511,experience_card_viewed,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1512,page_view,Travel Blog,Jaipur,Blue Pottery,,,
2026-07-03,u1513,page_view,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1514,page_view,Instagram,Varanasi,Weaving,,,
2026-07-03,u1514,experience_card_viewed,Instagram,Varanasi,Weaving,,,
2026-07-03,u1515,page_view,Instagram,Khurja,Pottery,,,
2026-07-03,u1515,experience_card_viewed,Instagram,Khurja,Pottery,,,
2026-07-03,u1516,page_view,Referral,Varanasi,Blue Pottery,,,
2026-07-03,u1516,booking_started,Referral,Varanasi,Blue Pottery,,,
2026-07-03,u1516,payment_success,Referral,Varanasi,Blue Pottery,CRB5105,10,3000
2026-07-03,u1516,booking_completed,Referral,Varanasi,Blue Pottery,CRB5105,10,3000
2026-07-03,u1517,page_view,Referral,Bangalore,Blue Pottery,,,
2026-07-03,u1517,experience_card_viewed,Referral,Bangalore,Blue Pottery,,,
2026-07-03,u1518,page_view,Direct,Jaipur,Pottery,,,
2026-07-03,u1518,experience_card_viewed,Direct,Jaipur,Pottery,,,
2026-07-03,u1519,page_view,Instagram,Khurja,Block Printing,,,
2026-07-03,u1519,experience_card_viewed,Instagram,Khurja,Block Printing,,,
2026-07-03,u1520,page_view,Google Search,Varanasi,Weaving,,,
2026-07-03,u1521,page_view,Instagram,Jaipur,Pottery,,,
2026-07-03,u1521,experience_card_viewed,Instagram,Jaipur,Pottery,,,
2026-07-03,u1522,page_view,Google Search,Udaipur,Warli Painting,,,
2026-07-03,u1523,page_view,Referral,Jaipur,Weaving,,,
2026-07-03,u1523,experience_card_viewed,Referral,Jaipur,Weaving,,,
2026-07-03,u1523,booking_started,Referral,Jaipur,Weaving,,,
2026-07-03,u1524,page_view,Google Search,Khurja,Pottery,,,
2026-07-03,u1524,booking_started,Google Search,Khurja,Pottery,,,
2026-07-03,u1524,payment_success,Google Search,Khurja,Pottery,CRB5106,1,3500
2026-07-03,u1524,booking_completed,Google Search,Khurja,Pottery,CRB5106,1,3500
2026-07-03,u1525,page_view,Instagram,Khurja,Weaving,,,
2026-07-03,u1526,page_view,Referral,Udaipur,Blue Pottery,,,
2026-07-03,u1527,page_view,Google Search,Udaipur,Weaving,,,
2026-07-03,u1528,page_view,Travel Blog,Bangalore,Block Printing,,,
2026-07-03,u1528,experience_card_viewed,Travel Blog,Bangalore,Block Printing,,,
2026-07-03,u1529,page_view,Referral,Bangalore,Warli Painting,,,
2026-07-03,u1530,page_view,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1530,experience_card_viewed,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1530,booking_started,Instagram,Udaipur,Block Printing,,,
2026-07-03,u1530,payment_success,Instagram,Udaipur,Block Printing,CRB5107,4,2000
2026-07-03,u1530,booking_completed,Instagram,Udaipur,Block Printing,CRB5107,4,2000
2026-07-03,u1531,page_view,Google Search,Jaipur,Warli Painting,,,
2026-07-03,u1531,experience_card_viewed,Google Search,Jaipur,Warli Painting,,,
2026-07-03,u1532,page_view,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1532,booking_started,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1532,payment_success,Google Search,Jaipur,Blue Pottery,CRB5108,10,3000
2026-07-03,u1532,booking_completed,Google Search,Jaipur,Blue Pottery,CRB5108,10,3000
2026-07-03,u1533,page_view,Google Search,Bangalore,Blue Pottery,,,
2026-07-03,u1534,page_view,Direct,Varanasi,Pottery,,,
2026-07-03,u1535,page_view,Google Search,Varanasi,Block Printing,,,
2026-07-03,u1535,experience_card_viewed,Google Search,Varanasi,Block Printing,,,
2026-07-03,u1536,page_view,Direct,Khurja,Weaving,,,
2026-07-03,u1536,booking_started,Direct,Khurja,Weaving,,,
2026-07-03,u1536,payment_success,Direct,Khurja,Weaving,CRB5109,4,2200
2026-07-03,u1536,booking_completed,Direct,Khurja,Weaving,CRB5109,4,2200
2026-07-03,u1536,review_submitted,Direct,Khurja,Weaving,CRB5109,4,2200
2026-07-03,u1537,page_view,Travel Blog,Jaipur,Warli Painting,,,
2026-07-03,u1538,page_view,Travel Blog,Khurja,Warli Painting,,,
2026-07-03,u1538,experience_card_viewed,Travel Blog,Khurja,Warli Painting,,,
2026-07-03,u1539,page_view,Direct,Varanasi,Blue Pottery,,,
2026-07-03,u1539,experience_card_viewed,Direct,Varanasi,Blue Pottery,,,
2026-07-03,u1540,page_view,Google Search,Khurja,Weaving,,,
2026-07-03,u1540,experience_card_viewed,Google Search,Khurja,Weaving,,,
2026-07-03,u1541,page_view,Travel Blog,Khurja,Weaving,,,
2026-07-03,u1541,booking_started,Travel Blog,Khurja,Weaving,,,
2026-07-03,u1541,payment_success,Travel Blog,Khurja,Weaving,CRB5110,6,3000
2026-07-03,u1542,page_view,Travel Blog,Varanasi,Pottery,,,
2026-07-03,u1542,booking_started,Travel Blog,Varanasi,Pottery,,,
2026-07-03,u1543,page_view,Travel Blog,Jaipur,Pottery,,,
2026-07-03,u1544,page_view,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1544,experience_card_viewed,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1544,booking_started,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1544,payment_success,Travel Blog,Udaipur,Blue Pottery,CRB5111,6,1500
2026-07-03,u1544,booking_completed,Travel Blog,Udaipur,Blue Pottery,CRB5111,6,1500
2026-07-03,u1545,page_view,Google Search,Khurja,Weaving,,,
2026-07-03,u1545,experience_card_viewed,Google Search,Khurja,Weaving,,,
2026-07-03,u1545,booking_started,Google Search,Khurja,Weaving,,,
2026-07-03,u1545,payment_success,Google Search,Khurja,Weaving,CRB5112,4,1800
2026-07-03,u1545,booking_completed,Google Search,Khurja,Weaving,CRB5112,4,1800
2026-07-03,u1545,review_submitted,Google Search,Khurja,Weaving,CRB5112,4,1800
2026-07-03,u1546,page_view,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1546,experience_card_viewed,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1546,booking_started,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1547,page_view,Travel Blog,Jaipur,Pottery,,,
2026-07-03,u1547,experience_card_viewed,Travel Blog,Jaipur,Pottery,,,
2026-07-03,u1548,page_view,Google Search,Jaipur,Warli Painting,,,
2026-07-03,u1548,experience_card_viewed,Google Search,Jaipur,Warli Painting,,,
2026-07-03,u1548,booking_started,Google Search,Jaipur,Warli Painting,,,
2026-07-03,u1548,payment_success,Google Search,Jaipur,Warli Painting,CRB5113,1,2200
2026-07-03,u1548,booking_completed,Google Search,Jaipur,Warli Painting,CRB5113,1,2200
2026-07-03,u1548,review_submitted,Google Search,Jaipur,Warli Painting,CRB5113,1,2200
2026-07-03,u1549,page_view,Instagram,Jaipur,Block Printing,,,
2026-07-03,u1550,page_view,Travel Blog,Jaipur,Warli Painting,,,
2026-07-03,u1550,experience_card_viewed,Travel Blog,Jaipur,Warli Painting,,,
2026-07-03,u1551,page_view,Google Search,Jaipur,Weaving,,,
2026-07-03,u1551,experience_card_viewed,Google Search,Jaipur,Weaving,,,
2026-07-03,u1551,booking_started,Google Search,Jaipur,Weaving,,,
2026-07-03,u1551,payment_success,Google Search,Jaipur,Weaving,CRB5114,2,2200
2026-07-03,u1551,booking_completed,Google Search,Jaipur,Weaving,CRB5114,2,2200
2026-07-03,u1551,review_submitted,Google Search,Jaipur,Weaving,CRB5114,2,2200
2026-07-03,u1552,page_view,Instagram,Udaipur,Pottery,,,
2026-07-03,u1553,page_view,Direct,Khurja,Weaving,,,
2026-07-03,u1554,page_view,Instagram,Bangalore,Blue Pottery,,,
2026-07-03,u1555,page_view,Travel Blog,Varanasi,Pottery,,,
2026-07-03,u1555,experience_card_viewed,Travel Blog,Varanasi,Pottery,,,
2026-07-03,u1556,page_view,Instagram,Bangalore,Blue Pottery,,,
2026-07-03,u1556,experience_card_viewed,Instagram,Bangalore,Blue Pottery,,,
2026-07-03,u1556,booking_started,Instagram,Bangalore,Blue Pottery,,,
2026-07-03,u1556,payment_success,Instagram,Bangalore,Blue Pottery,CRB5115,2,2000
2026-07-03,u1556,booking_completed,Instagram,Bangalore,Blue Pottery,CRB5115,2,2000
2026-07-03,u1557,page_view,Instagram,Khurja,Block Printing,,,
2026-07-03,u1558,page_view,Referral,Udaipur,Block Printing,,,
2026-07-03,u1558,experience_card_viewed,Referral,Udaipur,Block Printing,,,
2026-07-03,u1559,page_view,Instagram,Jaipur,Pottery,,,
2026-07-03,u1559,booking_started,Instagram,Jaipur,Pottery,,,
2026-07-03,u1559,payment_success,Instagram,Jaipur,Pottery,CRB5116,12,2500
2026-07-03,u1559,booking_completed,Instagram,Jaipur,Pottery,CRB5116,12,2500
2026-07-03,u1560,page_view,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1560,experience_card_viewed,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-03,u1561,page_view,Travel Blog,Udaipur,Pottery,,,
2026-07-03,u1561,experience_card_viewed,Travel Blog,Udaipur,Pottery,,,
2026-07-03,u1562,page_view,Instagram,Khurja,Block Printing,,,
2026-07-03,u1562,experience_card_viewed,Instagram,Khurja,Block Printing,,,
2026-07-03,u1563,page_view,Direct,Udaipur,Pottery,,,
2026-07-03,u1564,page_view,Direct,Jaipur,Pottery,,,
2026-07-03,u1564,experience_card_viewed,Direct,Jaipur,Pottery,,,
2026-07-03,u1565,page_view,Travel Blog,Udaipur,Block Printing,,,
2026-07-03,u1565,experience_card_viewed,Travel Blog,Udaipur,Block Printing,,,
2026-07-03,u1566,page_view,Instagram,Bangalore,Warli Painting,,,
2026-07-03,u1566,booking_started,Instagram,Bangalore,Warli Painting,,,
2026-07-03,u1567,page_view,Referral,Bangalore,Warli Painting,,,
2026-07-03,u1568,page_view,Travel Blog,Khurja,Blue Pottery,,,
2026-07-03,u1568,experience_card_viewed,Travel Blog,Khurja,Blue Pottery,,,
2026-07-03,u1569,page_view,Travel Blog,Khurja,Warli Painting,,,
2026-07-03,u1570,page_view,Instagram,Khurja,Warli Painting,,,
2026-07-03,u1571,page_view,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1571,experience_card_viewed,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1572,page_view,Referral,Jaipur,Warli Painting,,,
2026-07-03,u1572,experience_card_viewed,Referral,Jaipur,Warli Painting,,,
2026-07-03,u1573,page_view,Travel Blog,Khurja,Block Printing,,,
2026-07-03,u1573,experience_card_viewed,Travel Blog,Khurja,Block Printing,,,
2026-07-03,u1574,page_view,Travel Blog,Jaipur,Blue Pottery,,,
2026-07-03,u1574,experience_card_viewed,Travel Blog,Jaipur,Blue Pottery,,,
2026-07-03,u1574,booking_started,Travel Blog,Jaipur,Blue Pottery,,,
2026-07-03,u1574,payment_success,Travel Blog,Jaipur,Blue Pottery,CRB5117,1,1500
2026-07-03,u1574,booking_completed,Travel Blog,Jaipur,Blue Pottery,CRB5117,1,1500
2026-07-03,u1574,review_submitted,Travel Blog,Jaipur,Blue Pottery,CRB5117,1,1500
2026-07-03,u1575,page_view,Direct,Khurja,Blue Pottery,,,
2026-07-03,u1576,page_view,Instagram,Khurja,Blue Pottery,,,
2026-07-03,u1576,experience_card_viewed,Instagram,Khurja,Blue Pottery,,,
2026-07-03,u1577,page_view,Direct,Udaipur,Weaving,,,
2026-07-03,u1577,booking_started,Direct,Udaipur,Weaving,,,
2026-07-03,u1578,page_view,Google Search,Jaipur,Weaving,,,
2026-07-03,u1578,experience_card_viewed,Google Search,Jaipur,Weaving,,,
2026-07-03,u1579,page_view,Referral,Bangalore,Warli Painting,,,
2026-07-03,u1579,experience_card_viewed,Referral,Bangalore,Warli Painting,,,
2026-07-03,u1579,booking_started,Referral,Bangalore,Warli Painting,,,
2026-07-03,u1580,page_view,Travel Blog,Khurja,Blue Pottery,,,
2026-07-03,u1580,experience_card_viewed,Travel Blog,Khurja,Blue Pottery,,,
2026-07-03,u1581,page_view,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1581,experience_card_viewed,Google Search,Jaipur,Blue Pottery,,,
2026-07-03,u1582,page_view,Google Search,Varanasi,Block Printing,,,
2026-07-03,u1582,booking_started,Google Search,Varanasi,Block Printing,,,
2026-07-03,u1582,payment_success,Google Search,Varanasi,Block Printing,CRB5118,2,3500
2026-07-03,u1582,booking_completed,Google Search,Varanasi,Block Printing,CRB5118,2,3500
2026-07-03,u1583,page_view,Instagram,Bangalore,Block Printing,,,
2026-07-03,u1584,page_view,Direct,Udaipur,Warli Painting,,,
2026-07-03,u1585,page_view,Direct,Khurja,Pottery,,,
2026-07-03,u1585,experience_card_viewed,Direct,Khurja,Pottery,,,
2026-07-03,u1586,page_view,Direct,Varanasi,Warli Painting,,,
2026-07-03,u1587,page_view,Direct,Khurja,Weaving,,,
2026-07-03,u1587,experience_card_viewed,Direct,Khurja,Weaving,,,
2026-07-03,u1588,page_view,Referral,Udaipur,Pottery,,,
2026-07-03,u1588,experience_card_viewed,Referral,Udaipur,Pottery,,,
2026-07-03,u1589,page_view,Direct,Varanasi,Warli Painting,,,
2026-07-03,u1590,page_view,Direct,Khurja,Pottery,,,
2026-07-03,u1590,experience_card_viewed,Direct,Khurja,Pottery,,,
2026-07-03,u1591,page_view,Referral,Khurja,Pottery,,,
2026-07-03,u1591,experience_card_viewed,Referral,Khurja,Pottery,,,
2026-07-03,u1592,page_view,Referral,Jaipur,Weaving,,,
2026-07-03,u1593,page_view,Travel Blog,Bangalore,Weaving,,,
2026-07-03,u1594,page_view,Instagram,Bangalore,Block Printing,,,
2026-07-03,u1594,experience_card_viewed,Instagram,Bangalore,Block Printing,,,
2026-07-03,u1594,booking_started,Instagram,Bangalore,Block Printing,,,
2026-07-03,u1594,payment_success,Instagram,Bangalore,Block Printing,CRB5119,3,2000
2026-07-03,u1594,booking_completed,Instagram,Bangalore,Block Printing,CRB5119,3,2000
2026-07-03,u1594,review_submitted,Instagram,Bangalore,Block Printing,CRB5119,3,2000
2026-07-03,u1595,page_view,Referral,Khurja,Warli Painting,,,
2026-07-03,u1595,experience_card_viewed,Referral,Khurja,Warli Painting,,,
2026-07-03,u1596,page_view,Instagram,Bangalore,Warli Painting,,,
2026-07-03,u1597,page_view,Direct,Udaipur,Pottery,,,
2026-07-03,u1597,experience_card_viewed,Direct,Udaipur,Pottery,,,
2026-07-03,u1598,page_view,Referral,Jaipur,Blue Pottery,,,
2026-07-03,u1598,experience_card_viewed,Referral,Jaipur,Blue Pottery,,,
2026-07-03,u1599,page_view,Referral,Bangalore,Block Printing,,,
2026-07-03,u1599,experience_card_viewed,Referral,Bangalore,Block Printing,,,
2026-07-03,u1599,booking_started,Referral,Bangalore,Block Printing,,,
2026-07-03,u1599,payment_success,Referral,Bangalore,Block Printing,CRB5120,12,3500
2026-07-03,u1599,booking_completed,Referral,Bangalore,Block Printing,CRB5120,12,3500
2026-07-03,u1600,page_view,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1600,experience_card_viewed,Google Search,Varanasi,Blue Pottery,,,
2026-07-03,u1601,page_view,Google Search,Khurja,Warli Painting,,,
2026-07-03,u1601,experience_card_viewed,Google Search,Khurja,Warli Painting,,,
2026-07-03,u1601,booking_started,Google Search,Khurja,Warli Painting,,,
2026-07-03,u1601,payment_success,Google Search,Khurja,Warli Painting,CRB5121,4,1800
2026-07-03,u1601,booking_completed,Google Search,Khurja,Warli Painting,CRB5121,4,1800
2026-07-03,u1602,page_view,Google Search,Varanasi,Warli Painting,,,
2026-07-03,u1602,experience_card_viewed,Google Search,Varanasi,Warli Painting,,,
2026-07-03,u1603,page_view,Direct,Varanasi,Blue Pottery,,,
2026-07-03,u1604,page_view,Instagram,Varanasi,Warli Painting,,,
2026-07-03,u1604,experience_card_viewed,Instagram,Varanasi,Warli Painting,,,
2026-07-03,u1604,booking_started,Instagram,Varanasi,Warli Painting,,,
2026-07-03,u1604,payment_success,Instagram,Varanasi,Warli Painting,CRB5122,2,2200
2026-07-03,u1604,booking_completed,Instagram,Varanasi,Warli Painting,CRB5122,2,2200
2026-07-03,u1604,review_submitted,Instagram,Varanasi,Warli Painting,CRB5122,2,2200
2026-07-03,u1605,page_view,Referral,Varanasi,Pottery,,,
2026-07-03,u1606,page_view,Travel Blog,Bangalore,Block Printing,,,
2026-07-03,u1606,experience_card_viewed,Travel Blog,Bangalore,Block Printing,,,
2026-07-04,u1607,page_view,Direct,Bangalore,Pottery,,,
2026-07-04,u1608,page_view,Referral,Udaipur,Block Printing,,,
2026-07-04,u1608,experience_card_viewed,Referral,Udaipur,Block Printing,,,
2026-07-04,u1609,page_view,Referral,Jaipur,Warli Painting,,,
2026-07-04,u1610,page_view,Direct,Udaipur,Blue Pottery,,,
2026-07-04,u1610,experience_card_viewed,Direct,Udaipur,Blue Pottery,,,
2026-07-04,u1611,page_view,Google Search,Varanasi,Warli Painting,,,
2026-07-04,u1611,experience_card_viewed,Google Search,Varanasi,Warli Painting,,,
2026-07-04,u1611,booking_started,Google Search,Varanasi,Warli Painting,,,
2026-07-04,u1612,page_view,Direct,Bangalore,Block Printing,,,
2026-07-04,u1612,booking_started,Direct,Bangalore,Block Printing,,,
2026-07-04,u1612,payment_success,Direct,Bangalore,Block Printing,CRB5123,3,3500
2026-07-04,u1612,booking_completed,Direct,Bangalore,Block Printing,CRB5123,3,3500
